motif	tf.gene	tf.ensg	pubmedID
DMAP1_NCOR{1,2}_SMARC.p2	SMARCA5	ENSG00000153147	23180794
DMAP1_NCOR{1,2}_SMARC.p2	SMARCAD1	ENSG00000163104	23180794
DMAP1_NCOR{1,2}_SMARC.p2	SMARCAL1	ENSG00000138375	23180794
DMAP1_NCOR{1,2}_SMARC.p2	SMARCB1	ENSG00000099956	23180794
DMAP1_NCOR{1,2}_SMARC.p2	SMARCC1	ENSG00000173473	23180794
DMAP1_NCOR{1,2}_SMARC.p2	SMARCC2	ENSG00000139613	23180794
DMAP1_NCOR{1,2}_SMARC.p2	SMARCD1	ENSG00000066117	23180794
DMAP1_NCOR{1,2}_SMARC.p2	SMARCD2	ENSG00000108604	23180794
DMAP1_NCOR{1,2}_SMARC.p2	SMARCD3	ENSG00000082014	23180794
DMAP1_NCOR{1,2}_SMARC.p2	SMARCE1	ENSG00000073584	23180794
ELK1,4_GABP{A,B1}.p3	ELK4	ENSG00000158711	23180794
ELK1,4_GABP{A,B1}.p3	GABPA	ENSG00000154727	23180794
ELK1,4_GABP{A,B1}.p3	GABPB1	ENSG00000104064	23180794
ELK1,4_GABP{A,B1}.p3	ELK1	ENSG00000126767	23180794
EP300.p2	EP300	ENSG00000100393	23180794
ETS1,2.p2	ETS2	ENSG00000157557	23180794
ETS1,2.p2	ETS1	ENSG00000134954	23180794
EWSR1-FLI1.p2	EWSR1	ENSG00000182944	23180794
EWSR1-FLI1.p2	FLI1	ENSG00000151702	23180794
GLI1..3.p2	GLI1	ENSG00000111087	23180794
GLI1..3.p2	GLI2	ENSG00000074047	23180794
GLI1..3.p2	GLI3	ENSG00000106571	23180794
GTF2A1,2.p2	GTF2A1	ENSG00000165417	23180794
GTF2A1,2.p2	GTF2A2	ENSG00000140307	23180794
GTF2I.p2	GTF2I	ENSG00000263001	23180794
GZF1.p2	GZF1	ENSG00000125812	23180794
HBP1_HMGB_SSRP1_UBTF.p2	HBP1	ENSG00000105856	23180794
HBP1_HMGB_SSRP1_UBTF.p2	SSRP1	ENSG00000149136	23180794
HBP1_HMGB_SSRP1_UBTF.p2	UBTF	ENSG00000108312	23180794
HMGA1,2.p2	HMGA1	ENSG00000137309	23180794
HMGA1,2.p2	HMGA2	ENSG00000149948	23180794
IKZF1.p2	IKZF1	ENSG00000185811	23180794
IKZF2.p2	IKZF2	ENSG00000030419	23180794
LEF1_TCF7_TCF7L1,2.p2	LEF1	ENSG00000138795	23180794
LEF1_TCF7_TCF7L1,2.p2	TCF7	ENSG00000081059	23180794
LEF1_TCF7_TCF7L1,2.p2	TCF7L1	ENSG00000152284	23180794
LEF1_TCF7_TCF7L1,2.p2	TCF7L2	ENSG00000148737	23180794
LMO2.p2	LMO2	ENSG00000135363	23180794
MAZ.p2	MAZ	ENSG00000103495	23180794
NKX2-1,4.p2	NKX2-1	ENSG00000136352	23180794
NKX2-1,4.p2	NKX2-4	ENSG00000125816	23180794
NKX2-2,8.p2	NKX2-2	ENSG00000125820	23180794
NKX2-2,8.p2	NKX2-8	ENSG00000136327	23180794
NR1H4.p2	NR1H4	ENSG00000012504	23180794
NR5A1,2.p2	NR5A1	ENSG00000136931	23180794
NR5A1,2.p2	NR5A2	ENSG00000116833	23180794
NR6A1.p2	NR6A1	ENSG00000148200	23180794
PATZ1.p2	PATZ1	ENSG00000100105	23180794
RBPJ.p2	RBPJ	ENSG00000168214	23180794
RFX1..5_RFXANK_RFXAP.p2	RFX1	ENSG00000132005	23180794
RFX1..5_RFXANK_RFXAP.p2	RFX2	ENSG00000087903	23180794
RFX1..5_RFXANK_RFXAP.p2	RFX3	ENSG00000080298	23180794
RFX1..5_RFXANK_RFXAP.p2	RFX4	ENSG00000111783	23180794
RFX1..5_RFXANK_RFXAP.p2	RFX5	ENSG00000143390	23180794
RFX1..5_RFXANK_RFXAP.p2	RFXANK	ENSG00000064490	23180794
RFX1..5_RFXANK_RFXAP.p2	RFXAP	ENSG00000133111	23180794
SNAI1..3.p2	SNAI1	ENSG00000124216	23180794
SNAI1..3.p2	SNAI2	ENSG00000019549	23180794
SNAI1..3.p2	SNAI3	ENSG00000185669	23180794
TFDP1.p2	TFDP1	ENSG00000198176	23180794
ZBTB16.p2	ZBTB16	ENSG00000109906	23180794
ZBTB6.p2	ZBTB6	ENSG00000186130	23180794
ZIC1..3.p2	ZIC1	ENSG00000152977	23180794
ZIC1..3.p2	ZIC2	ENSG00000043355	23180794
ZIC1..3.p2	ZIC3	ENSG00000156925	23180794
ZNF148.p2	ZNF148	ENSG00000163848	23180794
ZNF384.p2	ZNF384	ENSG00000126746	23180794
BHLHE22_DBD	BHLHE22	ENSG00000180828	23180794
ETV6_full_2	ETV6	ENSG00000139083	23180794
HOMEZ_DBD	HOMEZ	ENSG00000215271	23180794
KLF16_DBD	KLF16	ENSG00000129911	23180794
Klf12_DBD	KLF12	ENSG00000118922	23180794
MAFK_DBD_1	MAFK	ENSG00000198517	23180794
MEF2D_DBD	MEF2D	ENSG00000116604	23180794
MEIS2_DBD_1	MEIS2	ENSG00000134138	23180794
MEIS2_DBD_2	MEIS2	ENSG00000134138	23180794
MEOX1_full	MEOX1	ENSG00000005102	23180794
MEOX2_DBD_3	MEOX2	ENSG00000106511	23180794
MESP1_DBD	MESP1	ENSG00000166823	23180794
MGA_DBD_1	MGA	ENSG00000174197	23180794
UP00220_1 Nkx1-1_3856.3	NKX1-1	ENSG00000235608	23180794
UP00139_1 Nkx1-2_3214.1	NKX1-2	ENSG00000229544	23180794
UP00147_1 Nkx2-6_3437.1	NKX2-6	ENSG00000180053	23180794
UP00238_1 Nkx6-3_3446.1	NKX6-3	ENSG00000165066	23180794
gr09.v1_Phd1_deBruijn UP00351	HYKK	ENSG00000188266	23180794
gr09.v1_Yap1_deBruijn UP00327	YAP1	ENSG00000137693	23180794
sci09.v1_Bbx_3753 UP00012	BBX	ENSG00000114439	23180794
sci09.v1_Nr2f2_2192 UP00009	NR2F2	ENSG00000185551	23180794
sci09.v1_Osr1_3033 UP00027	OSR1	ENSG00000143867	23180794
sci09.v1_Plagl1_0972 UP00088	PLAGL1	ENSG00000118495	23180794
sci09.v1_Sp100_2947 UP00049	SP100	ENSG00000067066	23180794
sci09.v1_Zbtb12_2932 UP00019	ZBTB12	ENSG00000204366	23180794
sci09.v1_Zbtb3_1048 UP00031	ZBTB3	ENSG00000185670	23180794
sci09.v2_Bbx_3753 UP00012	BBX	ENSG00000114439	23180794
sci09.v2_Nr2f2_2192 UP00009	NR2F2	ENSG00000185551	23180794
sci09.v2_Osr1_3033 UP00027	OSR1	ENSG00000143867	23180794
sci09.v2_Plagl1_0972 UP00088	PLAGL1	ENSG00000118495	23180794
sci09.v2_Sp100_2947 UP00049	SP100	ENSG00000067066	23180794
sci09.v2_Zbtb12_2932 UP00019	ZBTB12	ENSG00000204366	23180794
sci09.v2_Zbtb3_1048 UP00031	ZBTB3	ENSG00000185670	23180794
MA0002.2	RUNX2	ENSG00000124813	23180794
MA0002.2	RUNX3	ENSG00000020633	23180794
MA0003.3	TFAP2B	ENSG00000008196	23180794
MA0003.3	TFAP2C	ENSG00000087510	23180794
MA0003.3	TFAP2D	ENSG00000008197	23180794
MA0003.3	TFAP2E	ENSG00000116819	23180794
MA0004.1	NPAS4	ENSG00000174576	23180794
MA0004.1	SOHLH1	ENSG00000165643	23180794
MA0004.1	SOHLH2	ENSG00000120669	23180794
MA0004.1	TCFL5	ENSG00000101190	23180794
MA0004.1	NCOA1	ENSG00000084676	23180794
MA0004.1	NCOA2	ENSG00000140396	23180794
MA0004.1	NCOA3	ENSG00000124151	23180794
MA0004.1	ARNT2	ENSG00000172379	23180794
MA0004.1	ARNTL	ENSG00000133794	23180794
MA0004.1	ARNTL2	ENSG00000029153	23180794
MA0004.1	CLOCK	ENSG00000134852	23180794
MA0004.1	NPAS2	ENSG00000170485	23180794
MA0004.1	AHR	ENSG00000106546	23180794
MA0004.1	AHRR	ENSG00000063438	23180794
MA0004.1	SIM1	ENSG00000112246	23180794
MA0004.1	SIM2	ENSG00000159263	23180794
MA0004.1	EPAS1	ENSG00000116016	23180794
MA0004.1	NPAS1	ENSG00000130751	23180794
MA0004.1	NPAS3	ENSG00000151322	23180794
MA0006.1	NPAS4	ENSG00000174576	23180794
MA0006.1	SOHLH1	ENSG00000165643	23180794
MA0006.1	SOHLH2	ENSG00000120669	23180794
MA0006.1	TCFL5	ENSG00000101190	23180794
MA0006.1	NCOA1	ENSG00000084676	23180794
MA0006.1	NCOA2	ENSG00000140396	23180794
MA0006.1	NCOA3	ENSG00000124151	23180794
MA0006.1	ARNT2	ENSG00000172379	23180794
MA0006.1	ARNTL	ENSG00000133794	23180794
MA0006.1	ARNTL2	ENSG00000029153	23180794
MA0006.1	CLOCK	ENSG00000134852	23180794
MA0006.1	NPAS2	ENSG00000170485	23180794
MA0006.1	AHRR	ENSG00000063438	23180794
MA0006.1	SIM1	ENSG00000112246	23180794
MA0006.1	SIM2	ENSG00000159263	23180794
MA0006.1	EPAS1	ENSG00000116016	23180794
MA0006.1	NPAS1	ENSG00000130751	23180794
MA0006.1	NPAS3	ENSG00000151322	23180794
MA0009.2	TBX19	ENSG00000143178	23180794
MA0014.2	PAX2	ENSG00000075891	23180794
MA0014.2	PAX8	ENSG00000125618	23180794
MA0014.2	PAX1	ENSG00000125813	23180794
MA0014.2	PAX9	ENSG00000198807	23180794
MA0019.1	DBP	ENSG00000105516	23180794
MA0019.1	HLF	ENSG00000108924	23180794
MA0019.1	TEF	ENSG00000167074	23180794
MA0019.1	NFIL3	ENSG00000165030	23180794
MA0024.3	E2F2	ENSG00000007968	23180794
MA0024.3	E2F3	ENSG00000112242	23180794
MA0024.3	E2F4	ENSG00000205250	23180794
MA0024.3	E2F5	ENSG00000133740	23180794
MA0024.3	E2F6	ENSG00000169016	23180794
MA0024.3	E2F7	ENSG00000165891	23180794
MA0024.3	E2F8	ENSG00000129173	23180794
MA0025.1	DBP	ENSG00000105516	23180794
MA0025.1	HLF	ENSG00000108924	23180794
MA0025.1	TEF	ENSG00000167074	23180794
MA0025.1	DDIT3	ENSG00000175197	23180794
MA0027.2	NANOG	ENSG00000111704	23180794
MA0027.2	NOTO	ENSG00000214513	23180794
MA0027.2	VENTX	ENSG00000151650	23180794
MA0027.2	BSX	ENSG00000188909	23180794
MA0027.2	HHEX	ENSG00000152804	23180794
MA0027.2	HLX	ENSG00000136630	23180794
MA0027.2	EN2	ENSG00000164778	23180794
MA0027.2	EMX1	ENSG00000135638	23180794
MA0027.2	EMX2	ENSG00000170370	23180794
MA0027.2	DLX1	ENSG00000144355	23180794
MA0027.2	DLX2	ENSG00000115844	23180794
MA0027.2	DLX3	ENSG00000064195	23180794
MA0027.2	DLX4	ENSG00000108813	23180794
MA0027.2	DLX5	ENSG00000105880	23180794
MA0027.2	DLX6	ENSG00000006377	23180794
MA0027.2	DBX1	ENSG00000109851	23180794
MA0027.2	DBX2	ENSG00000185610	23180794
MA0027.2	VAX1	ENSG00000148704	23180794
MA0027.2	VAX2	ENSG00000116035	23180794
MA0027.2	TLX1	ENSG00000107807	23180794
MA0027.2	TLX2	ENSG00000115297	23180794
MA0027.2	TLX3	ENSG00000164438	23180794
MA0027.2	BARX1	ENSG00000131668	23180794
MA0027.2	BARX2	ENSG00000043039	23180794
MA0027.2	HMX1	ENSG00000215612	23180794
MA0027.2	HMX2	ENSG00000188816	23180794
MA0027.2	HMX3	ENSG00000188620	23180794
MA0027.2	MSX1	ENSG00000163132	23180794
MA0027.2	MSX2	ENSG00000120149	23180794
MA0027.2	LBX1	ENSG00000138136	23180794
MA0027.2	LBX2	ENSG00000179528	23180794
MA0027.2	BARHL1	ENSG00000125492	23180794
MA0027.2	BARHL2	ENSG00000143032	23180794
MA0027.2	NR2E1	ENSG00000112333	23180794
MA0028.2	SPDEF	ENSG00000124664	23180794
MA0028.2	ETV6	ENSG00000139083	23180794
MA0028.2	ETV7	ENSG00000010030	23180794
MA0028.2	SPIB	ENSG00000269404	23180794
MA0028.2	SPIC	ENSG00000166211	23180794
MA0028.2	EHF	ENSG00000135373	23180794
MA0028.2	ELF3	ENSG00000163435	23180794
MA0028.2	ELF5	ENSG00000135374	23180794
MA0028.2	ELF1	ENSG00000120690	23180794
MA0028.2	ELF2	ENSG00000109381	23180794
MA0028.2	ELF4	ENSG00000102034	23180794
MA0028.2	ELK3	ENSG00000111145	23180794
MA0028.2	ELK4	ENSG00000158711	23180794
MA0028.2	ETV1	ENSG00000006468	23180794
MA0028.2	ETV4	ENSG00000175832	23180794
MA0028.2	ETV5	ENSG00000244405	23180794
MA0028.2	ERF	ENSG00000105722	23180794
MA0028.2	ETV2	ENSG00000105672	23180794
MA0028.2	FLI1	ENSG00000151702	23180794
MA0028.2	ERG	ENSG00000157554	23180794
MA0028.2	FEV	ENSG00000163497	23180794
MA0028.2	ETV3	ENSG00000117036	23180794
MA0028.2	ETV3L	ENSG00000253831	23180794
MA0030.1	FOXI1	ENSG00000168269	23180794
MA0030.1	FOXI2	ENSG00000186766	23180794
MA0030.1	FOXI3	ENSG00000214336	23180794
MA0030.1	FOXH1	ENSG00000160973	23180794
MA0030.1	FOXG1	ENSG00000176165	23180794
MA0030.1	FOXF1	ENSG00000103241	23180794
MA0030.1	FOXE1	ENSG00000178919	23180794
MA0030.1	FOXE3	ENSG00000186790	23180794
MA0030.1	FOXD1	ENSG00000251493	23180794
MA0030.1	FOXD4L6	ENSG00000273514	23180794
MA0030.1	FOXD2	ENSG00000186564	23180794
MA0030.1	FOXD3	ENSG00000187140	23180794
MA0030.1	FOXD4	ENSG00000170122	23180794
MA0030.1	FOXD4L1	ENSG00000184492	23180794
MA0030.1	FOXD4L3	ENSG00000187559	23180794
MA0030.1	FOXD4L4	ENSG00000184659	23180794
MA0030.1	FOXD4L5	ENSG00000204779	23180794
MA0030.1	FOXC1	ENSG00000054598	23180794
MA0030.1	FOXC2	ENSG00000176692	23180794
MA0030.1	FOXB1	ENSG00000171956	23180794
MA0030.1	FOXB2	ENSG00000204612	23180794
MA0030.1	FOXS1	ENSG00000179772	23180794
MA0030.1	FOXR1	ENSG00000176302	23180794
MA0030.1	FOXR2	ENSG00000189299	23180794
MA0030.1	FOXQ1	ENSG00000164379	23180794
MA0030.1	FOXP1	ENSG00000114861	23180794
MA0030.1	FOXP2	ENSG00000128573	23180794
MA0030.1	FOXP3	ENSG00000049768	23180794
MA0030.1	FOXP4	ENSG00000137166	23180794
MA0030.1	FOXO1	ENSG00000150907	23180794
MA0030.1	FOXO3	ENSG00000118689	23180794
MA0030.1	FOXO4	ENSG00000184481	23180794
MA0030.1	FOXO6	ENSG00000204060	23180794
MA0030.1	FOXN1	ENSG00000109101	23180794
MA0030.1	FOXN2	ENSG00000170802	23180794
MA0030.1	FOXN3	ENSG00000053254	23180794
MA0030.1	FOXN4	ENSG00000139445	23180794
MA0030.1	FOXM1	ENSG00000111206	23180794
MA0030.1	FOXL1	ENSG00000176678	23180794
MA0030.1	FOXL2	ENSG00000183770	23180794
MA0030.1	FOXK1	ENSG00000164916	23180794
MA0030.1	FOXK2	ENSG00000141568	23180794
MA0030.1	FOXJ1	ENSG00000129654	23180794
MA0030.1	FOXJ2	ENSG00000065970	23180794
MA0030.1	FOXJ3	ENSG00000198815	23180794
MA0030.1	FOXA1	ENSG00000129514	23180794
MA0030.1	FOXA2	ENSG00000125798	23180794
MA0030.1	FOXA3	ENSG00000170608	23180794
MA0031.1	FOXI1	ENSG00000168269	23180794
MA0031.1	FOXI2	ENSG00000186766	23180794
MA0031.1	FOXI3	ENSG00000214336	23180794
MA0031.1	FOXH1	ENSG00000160973	23180794
MA0031.1	FOXG1	ENSG00000176165	23180794
MA0031.1	FOXF1	ENSG00000103241	23180794
MA0031.1	FOXF2	ENSG00000137273	23180794
MA0031.1	FOXE1	ENSG00000178919	23180794
MA0031.1	FOXE3	ENSG00000186790	23180794
MA0031.1	FOXD4L6	ENSG00000273514	23180794
MA0031.1	FOXD2	ENSG00000186564	23180794
MA0031.1	FOXD3	ENSG00000187140	23180794
MA0031.1	FOXD4	ENSG00000170122	23180794
MA0031.1	FOXD4L1	ENSG00000184492	23180794
MA0031.1	FOXD4L3	ENSG00000187559	23180794
MA0031.1	FOXD4L4	ENSG00000184659	23180794
MA0031.1	FOXD4L5	ENSG00000204779	23180794
MA0031.1	FOXC1	ENSG00000054598	23180794
MA0031.1	FOXC2	ENSG00000176692	23180794
MA0031.1	FOXB1	ENSG00000171956	23180794
MA0031.1	FOXB2	ENSG00000204612	23180794
MA0031.1	FOXS1	ENSG00000179772	23180794
MA0031.1	FOXR1	ENSG00000176302	23180794
MA0031.1	FOXR2	ENSG00000189299	23180794
MA0031.1	FOXQ1	ENSG00000164379	23180794
MA0031.1	FOXP1	ENSG00000114861	23180794
MA0031.1	FOXP2	ENSG00000128573	23180794
MA0031.1	FOXP3	ENSG00000049768	23180794
MA0031.1	FOXP4	ENSG00000137166	23180794
MA0031.1	FOXO1	ENSG00000150907	23180794
MA0031.1	FOXO3	ENSG00000118689	23180794
MA0031.1	FOXO4	ENSG00000184481	23180794
MA0031.1	FOXO6	ENSG00000204060	23180794
MA0031.1	FOXN1	ENSG00000109101	23180794
MA0031.1	FOXN2	ENSG00000170802	23180794
MA0031.1	FOXN3	ENSG00000053254	23180794
MA0031.1	FOXN4	ENSG00000139445	23180794
MA0031.1	FOXM1	ENSG00000111206	23180794
MA0031.1	FOXL1	ENSG00000176678	23180794
MA0031.1	FOXL2	ENSG00000183770	23180794
MA0031.1	FOXK1	ENSG00000164916	23180794
MA0031.1	FOXK2	ENSG00000141568	23180794
MA0031.1	FOXJ1	ENSG00000129654	23180794
MA0031.1	FOXJ2	ENSG00000065970	23180794
MA0031.1	FOXJ3	ENSG00000198815	23180794
MA0031.1	FOXA1	ENSG00000129514	23180794
MA0031.1	FOXA2	ENSG00000125798	23180794
MA0031.1	FOXA3	ENSG00000170608	23180794
MA0032.2	FOXI1	ENSG00000168269	23180794
MA0032.2	FOXI2	ENSG00000186766	23180794
MA0032.2	FOXI3	ENSG00000214336	23180794
MA0032.2	FOXH1	ENSG00000160973	23180794
MA0032.2	FOXG1	ENSG00000176165	23180794
MA0032.2	FOXF1	ENSG00000103241	23180794
MA0032.2	FOXF2	ENSG00000137273	23180794
MA0032.2	FOXE1	ENSG00000178919	23180794
MA0032.2	FOXE3	ENSG00000186790	23180794
MA0032.2	FOXD1	ENSG00000251493	23180794
MA0032.2	FOXD4L6	ENSG00000273514	23180794
MA0032.2	FOXD2	ENSG00000186564	23180794
MA0032.2	FOXD3	ENSG00000187140	23180794
MA0032.2	FOXD4	ENSG00000170122	23180794
MA0032.2	FOXD4L1	ENSG00000184492	23180794
MA0032.2	FOXD4L3	ENSG00000187559	23180794
MA0032.2	FOXD4L4	ENSG00000184659	23180794
MA0032.2	FOXD4L5	ENSG00000204779	23180794
MA0032.2	FOXC2	ENSG00000176692	23180794
MA0032.2	FOXB1	ENSG00000171956	23180794
MA0032.2	FOXB2	ENSG00000204612	23180794
MA0032.2	FOXS1	ENSG00000179772	23180794
MA0032.2	FOXR1	ENSG00000176302	23180794
MA0032.2	FOXR2	ENSG00000189299	23180794
MA0032.2	FOXQ1	ENSG00000164379	23180794
MA0032.2	FOXP1	ENSG00000114861	23180794
MA0032.2	FOXP2	ENSG00000128573	23180794
MA0032.2	FOXP3	ENSG00000049768	23180794
MA0032.2	FOXP4	ENSG00000137166	23180794
MA0032.2	FOXO1	ENSG00000150907	23180794
MA0032.2	FOXO3	ENSG00000118689	23180794
MA0032.2	FOXO4	ENSG00000184481	23180794
MA0032.2	FOXO6	ENSG00000204060	23180794
MA0032.2	FOXN1	ENSG00000109101	23180794
MA0032.2	FOXN2	ENSG00000170802	23180794
MA0032.2	FOXN3	ENSG00000053254	23180794
MA0032.2	FOXN4	ENSG00000139445	23180794
MA0032.2	FOXM1	ENSG00000111206	23180794
MA0032.2	FOXL1	ENSG00000176678	23180794
MA0032.2	FOXL2	ENSG00000183770	23180794
MA0032.2	FOXK1	ENSG00000164916	23180794
MA0032.2	FOXK2	ENSG00000141568	23180794
MA0032.2	FOXJ1	ENSG00000129654	23180794
MA0032.2	FOXJ2	ENSG00000065970	23180794
MA0032.2	FOXJ3	ENSG00000198815	23180794
MA0032.2	FOXA1	ENSG00000129514	23180794
MA0032.2	FOXA2	ENSG00000125798	23180794
MA0032.2	FOXA3	ENSG00000170608	23180794
MA0033.2	FOXI1	ENSG00000168269	23180794
MA0033.2	FOXI2	ENSG00000186766	23180794
MA0033.2	FOXI3	ENSG00000214336	23180794
MA0033.2	FOXH1	ENSG00000160973	23180794
MA0033.2	FOXG1	ENSG00000176165	23180794
MA0033.2	FOXF1	ENSG00000103241	23180794
MA0033.2	FOXF2	ENSG00000137273	23180794
MA0033.2	FOXE1	ENSG00000178919	23180794
MA0033.2	FOXE3	ENSG00000186790	23180794
MA0033.2	FOXD1	ENSG00000251493	23180794
MA0033.2	FOXD4L6	ENSG00000273514	23180794
MA0033.2	FOXD2	ENSG00000186564	23180794
MA0033.2	FOXD3	ENSG00000187140	23180794
MA0033.2	FOXD4	ENSG00000170122	23180794
MA0033.2	FOXD4L1	ENSG00000184492	23180794
MA0033.2	FOXD4L3	ENSG00000187559	23180794
MA0033.2	FOXD4L4	ENSG00000184659	23180794
MA0033.2	FOXD4L5	ENSG00000204779	23180794
MA0033.2	FOXC1	ENSG00000054598	23180794
MA0033.2	FOXC2	ENSG00000176692	23180794
MA0033.2	FOXB1	ENSG00000171956	23180794
MA0033.2	FOXB2	ENSG00000204612	23180794
MA0033.2	FOXS1	ENSG00000179772	23180794
MA0033.2	FOXR1	ENSG00000176302	23180794
MA0033.2	FOXR2	ENSG00000189299	23180794
MA0033.2	FOXQ1	ENSG00000164379	23180794
MA0033.2	FOXP1	ENSG00000114861	23180794
MA0033.2	FOXP2	ENSG00000128573	23180794
MA0033.2	FOXP3	ENSG00000049768	23180794
MA0033.2	FOXP4	ENSG00000137166	23180794
MA0033.2	FOXO1	ENSG00000150907	23180794
MA0033.2	FOXO3	ENSG00000118689	23180794
MA0033.2	FOXO4	ENSG00000184481	23180794
MA0033.2	FOXO6	ENSG00000204060	23180794
MA0033.2	FOXN1	ENSG00000109101	23180794
MA0033.2	FOXN2	ENSG00000170802	23180794
MA0033.2	FOXN3	ENSG00000053254	23180794
MA0033.2	FOXN4	ENSG00000139445	23180794
MA0033.2	FOXM1	ENSG00000111206	23180794
MA0033.2	FOXL2	ENSG00000183770	23180794
MA0033.2	FOXK1	ENSG00000164916	23180794
MA0033.2	FOXK2	ENSG00000141568	23180794
MA0033.2	FOXJ1	ENSG00000129654	23180794
MA0033.2	FOXJ2	ENSG00000065970	23180794
MA0033.2	FOXJ3	ENSG00000198815	23180794
MA0033.2	FOXA1	ENSG00000129514	23180794
MA0033.2	FOXA2	ENSG00000125798	23180794
MA0033.2	FOXA3	ENSG00000170608	23180794
MA0035.3	GATAD1	ENSG00000157259	23180794
MA0035.3	DNMT3B	ENSG00000088305	23180794
MA0035.3	DNMT3L	ENSG00000142182	23180794
MA0035.3	ATRX	ENSG00000085224	23180794
MA0035.3	TRPS1	ENSG00000104447	23180794
MA0035.3	RERE	ENSG00000142599	23180794
MA0035.3	MTA1	ENSG00000182979	23180794
MA0035.3	MTA2	ENSG00000149480	23180794
MA0035.3	MTA3	ENSG00000057935	23180794
MA0035.3	ZGLP1	ENSG00000220201	23180794
MA0035.3	DNMT3A	ENSG00000119772	23180794
MA0035.3	GATA2	ENSG00000179348	23180794
MA0035.3	GATA3	ENSG00000107485	23180794
MA0035.3	GATA4	ENSG00000136574	23180794
MA0035.3	GATA5	ENSG00000130700	23180794
MA0035.3	GATA6	ENSG00000141448	23180794
MA0036.2	GATAD1	ENSG00000157259	23180794
MA0036.2	DNMT3B	ENSG00000088305	23180794
MA0036.2	DNMT3L	ENSG00000142182	23180794
MA0036.2	ATRX	ENSG00000085224	23180794
MA0036.2	TRPS1	ENSG00000104447	23180794
MA0036.2	RERE	ENSG00000142599	23180794
MA0036.2	MTA1	ENSG00000182979	23180794
MA0036.2	MTA2	ENSG00000149480	23180794
MA0036.2	MTA3	ENSG00000057935	23180794
MA0036.2	ZGLP1	ENSG00000220201	23180794
MA0036.2	DNMT3A	ENSG00000119772	23180794
MA0036.2	GATA1	ENSG00000102145	23180794
MA0036.2	GATA3	ENSG00000107485	23180794
MA0036.2	GATA4	ENSG00000136574	23180794
MA0036.2	GATA5	ENSG00000130700	23180794
MA0036.2	GATA6	ENSG00000141448	23180794
MA0037.2	GATAD1	ENSG00000157259	23180794
MA0037.2	DNMT3B	ENSG00000088305	23180794
MA0037.2	DNMT3L	ENSG00000142182	23180794
MA0037.2	ATRX	ENSG00000085224	23180794
MA0037.2	TRPS1	ENSG00000104447	23180794
MA0037.2	RERE	ENSG00000142599	23180794
MA0037.2	MTA1	ENSG00000182979	23180794
MA0037.2	MTA2	ENSG00000149480	23180794
MA0037.2	MTA3	ENSG00000057935	23180794
MA0037.2	ZGLP1	ENSG00000220201	23180794
MA0037.2	DNMT3A	ENSG00000119772	23180794
MA0037.2	GATA1	ENSG00000102145	23180794
MA0037.2	GATA2	ENSG00000179348	23180794
MA0037.2	GATA4	ENSG00000136574	23180794
MA0037.2	GATA5	ENSG00000130700	23180794
MA0037.2	GATA6	ENSG00000141448	23180794
MA0039.2	EGR1	ENSG00000120738	23180794
MA0039.2	EGR2	ENSG00000122877	23180794
MA0039.2	EGR3	ENSG00000179388	23180794
MA0039.2	EGR4	ENSG00000135625	23180794
MA0039.2	KLF1	ENSG00000105610	23180794
MA0039.2	KLF10	ENSG00000155090	23180794
MA0039.2	KLF11	ENSG00000172059	23180794
MA0039.2	KLF12	ENSG00000118922	23180794
MA0039.2	KLF13	ENSG00000169926	23180794
MA0039.2	KLF14	ENSG00000266265	23180794
MA0039.2	KLF15	ENSG00000163884	23180794
MA0039.2	KLF16	ENSG00000129911	23180794
MA0039.2	KLF17	ENSG00000171872	23180794
MA0039.2	KLF2	ENSG00000127528	23180794
MA0039.2	KLF3	ENSG00000109787	23180794
MA0039.2	KLF5	ENSG00000102554	23180794
MA0039.2	KLF6	ENSG00000067082	23180794
MA0039.2	KLF7	ENSG00000118263	23180794
MA0039.2	KLF8	ENSG00000102349	23180794
MA0039.2	KLF9	ENSG00000119138	23180794
MA0039.2	SP1	ENSG00000185591	23180794
MA0039.2	SP2	ENSG00000167182	23180794
MA0039.2	SP3	ENSG00000172845	23180794
MA0039.2	SP4	ENSG00000105866	23180794
MA0039.2	SP5	ENSG00000204335	23180794
MA0039.2	SP6	ENSG00000189120	23180794
MA0039.2	SP7	ENSG00000170374	23180794
MA0039.2	SP8	ENSG00000164651	23180794
MA0039.2	SP9	ENSG00000217236	23180794
MA0040.1	FOXI1	ENSG00000168269	23180794
MA0040.1	FOXI2	ENSG00000186766	23180794
MA0040.1	FOXI3	ENSG00000214336	23180794
MA0040.1	FOXH1	ENSG00000160973	23180794
MA0040.1	FOXG1	ENSG00000176165	23180794
MA0040.1	FOXF1	ENSG00000103241	23180794
MA0040.1	FOXF2	ENSG00000137273	23180794
MA0040.1	FOXE1	ENSG00000178919	23180794
MA0040.1	FOXE3	ENSG00000186790	23180794
MA0040.1	FOXD1	ENSG00000251493	23180794
MA0040.1	FOXD4L6	ENSG00000273514	23180794
MA0040.1	FOXD2	ENSG00000186564	23180794
MA0040.1	FOXD3	ENSG00000187140	23180794
MA0040.1	FOXD4	ENSG00000170122	23180794
MA0040.1	FOXD4L1	ENSG00000184492	23180794
MA0040.1	FOXD4L3	ENSG00000187559	23180794
MA0040.1	FOXD4L4	ENSG00000184659	23180794
